Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
16-AUG-2024,25076.1,25294.9,24883.35,25256.05,94666203,6286.51
19-AUG-2024,25340.4,25350.55,25092,25134.7,86125925,5085.65
20-AUG-2024,25167.9,25500.4,25156.05,25390.95,102719263,6803.17
21-AUG-2024,25327.4,25431.9,25192,25389.9,139819842,10067.42
22-AUG-2024,25491.2,25583.8,25444,25534.35,119867837,5889.35
23-AUG-2024,25565,25604.55,25453.55,25502.85,72923473,4457.04
26-AUG-2024,25588.6,25677.45,25559.2,25603.45,74326075,4949.36
27-AUG-2024,25629.05,25740.6,25496.4,25681.35,89336423,7545.89
28-AUG-2024,25659.75,25697.7,25586,25646.1,96243575,6900.2
29-AUG-2024,25619.8,25733.35,25521.15,25608.15,106465765,8514.78
30-AUG-2024,25748.6,25760.05,25649.1,25687.75,427202480,44893.13
02-SEP-2024,25816.1,25816.1,25678,25752.05,113773617,7308.07
03-SEP-2024,25780.3,25903.05,25674.55,25871.45,96257437,8222.75
04-SEP-2024,25666.25,25752.25,25647.65,25702.5,112529343,6602.33
05-SEP-2024,25772.6,25823,25689.95,25725.5,88958167,5582.33
06-SEP-2024,25611.4,25719.85,25257.85,25328.8,101198776,6363
09-SEP-2024,25300.9,25661.55,25216.25,25613.5,115151344,6289.65
10-SEP-2024,25710.1,25759.9,25562.4,25720.3,88614355,6695.22
11-SEP-2024,25705.6,25775.6,25561.35,25591,93347134,5780.22
12-SEP-2024,25705.15,26000.7,25585.6,25949.9,87344497,7548.15
13-SEP-2024,26033.7,26107.45,25904.4,26075.55,102416335,5976.17
16-SEP-2024,26138.65,26236.05,26068.2,26207.1,67721227,4208.68
17-SEP-2024,26267.1,26292.35,26178.05,26250.35,80523911,5817
18-SEP-2024,26240.7,26622.7,26224.85,26502.6,159320813,9396.18
19-SEP-2024,26599.85,26810.75,26537.7,26650.7,122377871,7551.47
20-SEP-2024,26751.85,27211.25,26643.85,27062.35,214069104,22142.3
23-SEP-2024,27124.9,27168.85,26996.8,27122.6,103322631,6867.13
24-SEP-2024,27140.25,27174.25,27012.4,27046.4,98581626,7958.03
25-SEP-2024,26961.65,27151.2,26961,27129.4,91338432,6736.14
26-SEP-2024,27105.6,27280.6,27074.6,27241.7,114994473,7431.08
27-SEP-2024,27234.75,27253.7,26926,26960.25,148677702,10358.19
30-SEP-2024,26813.65,26951.65,26473.4,26501.85,126506110,6998.48
01-OCT-2024,26439.95,26631.7,26411.6,26470.25,98620093,7138.49
03-OCT-2024,26159.6,26291.4,25730.85,25779,139344077,10875.47
04-OCT-2024,25685.8,26033,25530.55,25583.45,108156606,8991.82
07-OCT-2024,25632.35,25744.75,24924.65,25119.05,184851783,15675.5
08-OCT-2024,25256.1,25457.35,25095.6,25367.65,97912780,6882.25
09-OCT-2024,25410.05,25705.15,25270.95,25363.3,209305187,9808.87
10-OCT-2024,25468.4,25829.65,25416.55,25765.7,77085116,5569.45
11-OCT-2024,25756.35,25818.05,25556.85,25642.6,194742272,7966.45
14-OCT-2024,25677.55,25960.05,25651.4,25916.25,130332586,6767.34
15-OCT-2024,25985.55,25990.8,25822.15,25900.4,90834376,6238.43
16-OCT-2024,25792.85,25928.15,25761.85,25789.65,77834593,5200.88
17-OCT-2024,25794.1,25811.9,25403.65,25500.4,67210173,4495.03
18-OCT-2024,25572.05,26043.3,25447.4,25984.1,95432612,7769.2
21-OCT-2024,26024.1,26060.15,25629.25,25703.5,176533837,10872.82
22-OCT-2024,25786.75,25858.4,25415.8,25453.3,221075824,10778.2
23-OCT-2024,25385.45,25633.8,25355.2,25383.15,154928097,8245.1
24-OCT-2024,25408.35,25569.4,25306.95,25476.1,103076678,6310.72
25-OCT-2024,25395.35,25497.05,24969.55,25166.8,205917367,13233.79
28-OCT-2024,25271.75,25442.35,25185.15,25235.35,339040672,10588.24
29-OCT-2024,25285.45,25672.2,25200.05,25622.15,223755219,11026.55
30-OCT-2024,25411.5,25570,25348.7,25393.05,160034164,8969.39
31-OCT-2024,25314.35,25515.2,25162.95,25220.45,228746853,8847.04
01-NOV-2024,25273.95,25411.6,25237,25347.8,28209498,698.71
04-NOV-2024,25385.1,25385.1,24966.8,25012.5,153867561,7743.45
05-NOV-2024,24929.05,25540.1,24829.55,25498.1,117127578,9257.6
06-NOV-2024,25592.25,25607.8,25457.15,25506.9,108013880,7403.06
07-NOV-2024,25482.75,25528.9,25207.15,25274.6,87482051,5357.05
08-NOV-2024,25238.75,25341.25,25125.55,25186.75,83109927,5132.34
11-NOV-2024,25163.85,25473.2,25005.85,25318.25,103949493,5876.24
12-NOV-2024,25381.8,25491.6,24949.2,25036,86981116,6905.21
13-NOV-2024,24965.85,25126.15,24439.1,24530.4,134115961,7663.78
14-NOV-2024,24519.35,24752.9,24477.45,24610.6,96479868,5761.45
