Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
23-SEP-2024,75893.55,76743.35,75775.25,76707.5,354863679,15459.69
24-SEP-2024,76747.35,76959.35,76636.45,76803.8,398093272,17273.52
25-SEP-2024,76889.7,76915.2,76049.45,76517.4,322506880,13741.28
26-SEP-2024,76751.7,77143.7,76431.15,77086.95,369713581,16111.14
27-SEP-2024,77201.8,77918,77053.95,77813.25,826144084,41324.34
30-SEP-2024,77668.7,77866.35,77006.85,77095.15,397673143,16771.7
01-OCT-2024,77233,77532,77004.65,77284.45,373977599,13630.83
03-OCT-2024,75950.75,76783.5,75059.75,75448.3,468692219,18122.7
04-OCT-2024,75363.3,75724.05,74184.75,74620.25,453579467,18031.92
07-OCT-2024,74989.25,75156,72531.3,72884.3,509704499,18553.03
08-OCT-2024,72771.4,74740.8,72459.85,74597.3,412831913,17685.36
09-OCT-2024,75013.75,76009.9,74926.5,75407.8,378484165,16785.17
10-OCT-2024,75668.5,76085.9,75163.8,75278.1,270571472,11774.04
11-OCT-2024,75397.8,75514.35,74975.9,75378.45,184319907,8263.53
14-OCT-2024,75659.35,75745.9,75309.5,75651.7,213414759,10771.88
15-OCT-2024,76018.55,76054.45,75634.45,75859.85,230733949,12425.76
16-OCT-2024,75830.4,76093.3,75340.05,75698.15,256592411,13235.02
17-OCT-2024,75717.4,75746.75,73933.05,74007.2,275716816,12510.12
18-OCT-2024,73813.6,74415.9,73085,74288.1,354110930,13650.37
21-OCT-2024,74495.2,74782.35,73153.15,73285.35,278068176,10645.68
22-OCT-2024,73296.5,73351.9,71049.85,71158.65,418580760,14335.18
23-OCT-2024,71087.2,71706.55,70262.1,70884.7,560271521,18772.76
24-OCT-2024,71112.95,71360.8,70587.4,70826.25,345407189,12854.19
25-OCT-2024,71049.55,71244.8,68826.55,69716.5,395239229,14288.1
28-OCT-2024,69789.05,70469.8,69018.5,70030.55,477561065,18102.12
29-OCT-2024,70121.95,70624.1,69095.9,70538.35,434042943,14040.14
30-OCT-2024,70405.7,70890.45,70050,70268.35,414667259,13784.47
31-OCT-2024,70327.65,70461.25,69651.8,69911.75,391325583,12762.48
01-NOV-2024,70320.7,70611.7,70288.85,70400.75,86583526,2136.06
04-NOV-2024,70462.35,70469.75,68726.45,69418.25,457358420,12859.44
05-NOV-2024,69317.6,69895.5,68495.7,69797.45,387213615,13233.06
06-NOV-2024,70191.85,71482.7,70135.45,71389.8,409270477,13962.58
07-NOV-2024,71580.75,71722.15,70522,70639.9,327631314,12138.1
08-NOV-2024,70668.6,70889.95,69561.55,69774.2,282982402,10041.89
11-NOV-2024,69713.6,70603,69228.4,69973.75,292890537,11436.63
12-NOV-2024,70097.95,70424.3,68280.15,68448.9,290614710,12397.52
13-NOV-2024,68270.4,68528.45,66896.45,67101.45,386846870,13725.57
14-NOV-2024,67221.85,67926.3,66925.35,67408.65,352571375,13155.25
18-NOV-2024,67913.65,68080.1,67013.2,67472,312057792,11705.33
19-NOV-2024,67789.8,68536.3,67611.4,67775.5,304479930,11606.26
21-NOV-2024,67395.75,67404.35,65996,66765.45,533319278,20557.64
22-NOV-2024,66931.7,68269.5,66858.75,68016.85,378429619,17669.41
25-NOV-2024,69337.75,69907.45,69249.35,69342.7,690796170,29273.67
26-NOV-2024,69588.5,69828.1,69309.85,69522.25,267704656,11573.28
27-NOV-2024,69724.15,70243.95,69398.3,70185.4,375718466,16371.06
28-NOV-2024,70442.9,70872.4,70050.75,70254.25,423446383,19249.38
29-NOV-2024,70366.3,70977.2,70207.35,70726.85,464629141,23042.42
02-DEC-2024,70690.2,71197.95,70572.7,71164.35,281115926,14716.56
03-DEC-2024,71426.6,71941.55,71369.3,71890.75,333710201,14671.32
04-DEC-2024,72196.15,72415.8,71716.85,72244.85,391736395,14738.31
05-DEC-2024,72520.3,72571.7,71950.35,72487.05,355963549,14379.69
06-DEC-2024,72789.1,73218.6,72619.35,73040.4,537486135,15886.06
09-DEC-2024,72894.5,73001.4,72538.6,72708.1,376126407,14557.45
10-DEC-2024,72888.45,73152.45,72700.15,73096.45,289370621,12483.28
11-DEC-2024,73126.65,73438.2,73012.6,73292.15,341123912,12953.67
12-DEC-2024,73344.05,73443.9,73037.45,73082.6,309416395,14077.19
13-DEC-2024,73026.7,73068.2,71711.5,72965.95,318779368,12787.91
16-DEC-2024,73060.9,73284.5,72856.8,73155.6,222219062,9798.58
17-DEC-2024,73082.35,73298.7,72061.05,72188,282884981,12424.03
18-DEC-2024,72183.8,72262.9,71104.15,71250,247721307,10107.87
19-DEC-2024,70026.95,70821.35,69849.15,70625.7,271124892,10600.16
20-DEC-2024,70762.95,70956.25,68519.75,68702.65,584763736,22494.79
